City,Region,Neighborhood,Property Type,Area (sqm),Bedrooms,Bathrooms,Floor Number,Elevator,Property Age (years),Furnished,Listing Type,Selling Price (SAR),random_date
Riyadh,Central,Al-Batha,apartment,127,4,4,4,No,7,Yes,Sale,175163.09,2022-03-27
Riyadh,Central,Al-Murqab,apartment,166,2,4,3,Yes,6,No,Sale,283862.18,2021-05-21
Riyadh,Central,Al-Morouj,apartment,184,4,4,2,Yes,6,No,Sale,229619.43,2021-10-15
Riyadh,South,Al-Marwah,apartment,201,3,4,5,Yes,4,Yes,Sale,295376.33,2024-09-23
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,276,3,3,1,No,2,No,Sale,1000833.35,2020-05-24
Riyadh,South,Al-Aziziyah,apartment,275,3,2,1,No,8,No,Sale,366758.0,2020-04-03
Riyadh,West,Ad-Diriyah,apartment,149,4,4,5,No,3,No,Sale,504332.36,2020-07-25
Riyadh,East,Al-Manar,apartment,192,2,3,4,Yes,6,No,Sale,738185.19,2022-09-02
Riyadh,Central,Al-Sulaimaniya,apartment,145,3,4,2,No,3,Yes,Sale,214799.86,2021-10-21
Riyadh,East,Granada (Ghernata),apartment,233,2,2,2,No,10,Yes,Sale,1030741.89,2021-05-30
Riyadh,West,Sultanah,apartment,243,3,2,5,Yes,2,No,Sale,585943.19,2022-11-26
Riyadh,Central,Al-Wurud,apartment,207,1,4,5,No,1,No,Sale,295611.8,2020-11-21
Riyadh,West,Al-Huda,apartment,169,2,4,3,No,1,Yes,Sale,494470.88,2024-05-28
Riyadh,Central,Al-Maather,apartment,130,2,4,4,Yes,1,Yes,Sale,232113.42,2022-06-07
Riyadh,South,Badr,apartment,176,1,4,1,No,6,No,Sale,244626.92,2021-04-14
Riyadh,Central,Al-Olaya,apartment,159,3,4,4,No,5,Yes,Sale,349827.71,2024-04-14
Riyadh,North,Al-Yasmeen,apartment,260,1,3,4,No,5,No,Sale,2345612.36,2020-12-14
Riyadh,Central,Al-Dhobat,apartment,107,2,2,4,No,8,Yes,Sale,194837.22,2023-02-05
Riyadh,South,Al-Haï¿½ï¿,apartment,244,4,2,4,Yes,2,No,Sale,396865.16,2024-12-01
Riyadh,Central,Al-Yamamah,apartment,265,1,3,3,Yes,1,Yes,Sale,551964.97,2022-02-24
Riyadh,North,Al-Jameah (University District),apartment,212,4,4,3,No,6,Yes,Sale,2681546.05,2023-08-07
Riyadh,South,Al-Difa,apartment,268,4,4,5,No,7,Yes,Sale,346209.38,2024-09-13
Riyadh,East,Al-Ruwad,apartment,274,2,1,2,Yes,5,Yes,Sale,1021512.73,2020-03-24
Riyadh,North,Al-Falah,apartment,243,4,3,3,Yes,5,Yes,Sale,2051296.89,2023-06-06
Riyadh,East,Ishbiliyah,apartment,102,1,2,4,No,7,Yes,Sale,508465.56,2021-06-23
Riyadh,North,Al-Falah,apartment,263,4,3,1,No,3,Yes,Sale,3140988.78,2023-07-22
Riyadh,East,Al-Hamra,apartment,260,4,4,4,No,5,No,Sale,1161772.03,2024-09-22
Riyadh,South,Al-Marwah,apartment,153,1,4,5,Yes,9,No,Sale,226411.0,2022-10-18
Riyadh,North,Al-Nada,apartment,280,4,3,1,No,7,No,Sale,2674589.24,2020-05-06
Riyadh,East,Al-Munsiyah,apartment,263,1,1,1,Yes,8,Yes,Sale,1070404.23,2020-08-08
Riyadh,West,Tuwaiq,apartment,130,3,3,2,No,5,No,Sale,358122.4,2022-08-20
Riyadh,South,Al-Difa,apartment,136,2,2,3,Yes,1,No,Sale,177915.73,2024-03-12
Riyadh,South,Al-Shaalan,apartment,169,4,3,4,Yes,10,Yes,Sale,252365.39,2023-12-24
Riyadh,North,Hittin,apartment,284,1,1,1,No,5,Yes,Sale,3262193.9,2020-09-09
Riyadh,South,Al-Khalidiyah,apartment,149,2,1,5,Yes,1,Yes,Sale,203849.85,2020-03-23
Riyadh,South,Al-Mansourah,apartment,244,2,4,3,No,5,No,Sale,326130.91,2020-07-12
Riyadh,North,Al-Malqa,apartment,154,1,1,2,Yes,6,No,Sale,1844079.0,2021-07-26
Riyadh,South,Al-Aziziyah,apartment,197,3,3,1,Yes,3,Yes,Sale,160606.46,2020-09-13
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,128,1,1,5,No,9,Yes,Sale,404707.69,2020-01-19
Riyadh,South,Al-Haï¿½ï¿,apartment,103,2,2,3,No,6,Yes,Sale,92791.48,2022-04-21
Riyadh,Central,Al-Malaz,apartment,139,3,1,2,No,10,Yes,Sale,283707.09,2021-08-04
Riyadh,Central,Al-Maather,apartment,96,1,1,4,Yes,8,Yes,Sale,202596.96,2023-05-04
Riyadh,Central,Al-Maather,apartment,114,4,4,2,No,1,Yes,Sale,235405.35,2023-10-10
Riyadh,Central,Al-Sulaimaniya,apartment,237,3,3,1,Yes,10,Yes,Sale,373682.39,2020-11-06
Riyadh,North,Al-Sahafa,apartment,114,3,3,5,Yes,3,No,Sale,1178174.72,2023-09-20
Riyadh,Central,Al-Fakheriyah,apartment,242,1,2,3,Yes,6,No,Sale,353564.81,2021-02-06
Riyadh,South,Al-Shaalan,apartment,104,1,4,1,No,3,No,Sale,102218.55,2022-05-01
Riyadh,West,Al-Suwaidi,apartment,275,3,2,1,Yes,6,No,Sale,1167000.97,2023-08-12
Riyadh,Central,Al-Jaradiyah,apartment,199,2,3,4,No,4,Yes,Sale,287269.82,2022-04-01
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,277,3,3,1,Yes,2,Yes,Sale,868912.68,2020-11-14
Riyadh,North,Al-Maseef,apartment,242,4,3,3,No,6,No,Sale,1930144.91,2020-09-09
Riyadh,North,Al-Aqiq,apartment,195,4,3,3,Yes,9,Yes,Sale,2042707.9,2021-11-25
Riyadh,West,Al-Mousa,apartment,217,3,2,3,Yes,8,No,Sale,569077.59,2021-10-24
Riyadh,South,Badr,apartment,120,4,4,5,Yes,4,Yes,Sale,167885.56,2020-10-01
Riyadh,Central,Al-Murabba,apartment,169,2,1,2,No,3,No,Sale,277600.19,2023-03-15
Riyadh,Central,Al-Murabba,apartment,253,1,3,2,No,6,Yes,Sale,317006.91,2022-08-14
Riyadh,South,Al-Shifa,apartment,214,1,3,5,No,8,Yes,Sale,245694.05,2021-11-12
Riyadh,South,Al-Difa,apartment,122,4,1,2,No,9,No,Sale,192974.89,2023-05-30
Riyadh,North,Al-Falah,apartment,115,2,3,1,Yes,8,Yes,Sale,1531674.48,2024-11-17
Riyadh,West,Al-Huda,apartment,90,1,1,5,No,5,No,Sale,240641.72,2022-10-10
Riyadh,North,Al-Wadi,apartment,236,3,1,1,Yes,9,No,Sale,1890254.23,2022-01-12
Riyadh,South,Badr,apartment,275,1,3,2,No,9,Yes,Sale,266340.05,2022-06-17
Riyadh,South,Al-Dar Al-Baida,apartment,215,1,2,2,No,5,No,Sale,182879.32,2020-04-06
Riyadh,North,Al-Maseef,apartment,246,3,3,4,Yes,2,No,Sale,2255260.86,2020-08-27
Riyadh,North,Al-Malqa,apartment,194,2,2,3,Yes,5,No,Sale,1889614.3,2021-06-06
Riyadh,Central,Al-Batha,apartment,93,3,1,4,No,8,Yes,Sale,169826.61,2024-06-17
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,137,4,4,3,No,1,Yes,Sale,670025.28,2022-02-04
Riyadh,East,Al-Rayan,apartment,135,4,2,3,Yes,4,Yes,Sale,662858.49,2021-04-14
Riyadh,East,Al-Munsiyah,apartment,151,4,4,4,No,5,Yes,Sale,773438.29,2023-11-03
Riyadh,Central,Al-Morouj,apartment,195,2,1,5,Yes,4,Yes,Sale,281309.91,2024-04-26
Riyadh,Central,Al-Wurud,apartment,195,4,2,5,No,3,Yes,Sale,406547.39,2024-03-27
Riyadh,North,Al-Aarid,apartment,249,2,1,2,No,4,Yes,Sale,1938806.05,2022-05-28
Riyadh,South,Al-Mansourah,apartment,106,1,3,4,Yes,1,No,Sale,101755.37,2020-12-02
Riyadh,Central,Al-Morouj,apartment,211,1,1,1,Yes,4,No,Sale,221391.15,2021-03-24
Riyadh,Central,Al-Morouj,apartment,210,1,3,2,No,3,No,Sale,424833.49,2024-11-10
Riyadh,East,Al-Shuhada,apartment,101,2,3,2,Yes,7,No,Sale,412393.91,2020-11-03
Riyadh,Central,Al-Jaradiyah,apartment,198,2,4,2,No,7,Yes,Sale,368756.2,2022-09-24
Riyadh,West,Al-Oraija,apartment,223,1,2,3,No,10,No,Sale,860347.16,2022-09-04
Riyadh,Central,Al-Fakheriyah,apartment,105,1,3,4,No,1,Yes,Sale,154731.72,2021-10-15
Riyadh,West,Al-Oraija,apartment,168,1,3,3,No,5,No,Sale,669745.33,2022-12-18
Riyadh,Central,Al-Malaz,apartment,250,4,2,2,Yes,10,Yes,Sale,479862.01,2023-11-19
Riyadh,Central,Al-Sulaimaniya,apartment,251,3,4,2,No,6,No,Sale,478003.32,2023-03-04
Riyadh,South,Al-Haï¿½ï¿,apartment,193,1,1,5,No,8,Yes,Sale,263206.51,2021-07-15
Riyadh,Central,Al-Dhobat,apartment,100,2,2,5,Yes,4,Yes,Sale,176181.85,2023-11-13
Riyadh,North,Al-Aqiq,apartment,264,2,3,2,No,10,No,Sale,2756310.13,2022-09-11
Riyadh,East,Al-Manar,apartment,164,3,2,4,No,7,No,Sale,752834.08,2022-12-28
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,237,4,1,3,Yes,7,No,Sale,2999683.09,2022-02-16
Riyadh,East,Al-Jazirah,apartment,209,2,1,4,Yes,6,Yes,Sale,1075882.44,2023-07-11
Riyadh,Central,Al-Dhobat,apartment,136,3,3,4,No,4,Yes,Sale,157383.43,2023-11-07
Riyadh,Central,Al-Murabba,apartment,102,2,4,5,Yes,6,No,Sale,103019.9,2020-07-09
Riyadh,South,Al-Fawaz,apartment,227,4,4,4,Yes,4,Yes,Sale,217485.67,2022-04-15
Riyadh,Central,Al-Dhobat,apartment,102,4,2,4,Yes,3,Yes,Sale,184436.62,2024-04-27
Riyadh,North,Hittin,apartment,201,4,2,5,No,3,Yes,Sale,1866800.99,2021-12-18
Riyadh,South,Al-Mansourah,apartment,196,1,4,2,Yes,6,Yes,Sale,329879.8,2024-06-14
Riyadh,East,Al-Shuhada,apartment,133,4,3,3,No,8,No,Sale,537006.17,2021-06-20
Riyadh,West,Al-Huda,apartment,99,4,3,3,No,7,Yes,Sale,323546.66,2022-09-02
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,208,2,3,2,No,8,No,Sale,956145.35,2023-09-23
Riyadh,North,Al-Izdihar,apartment,89,3,1,4,Yes,1,Yes,Sale,904784.67,2022-12-30
Riyadh,Central,Al-Dhobat,apartment,230,2,3,1,No,2,Yes,Sale,407125.87,2020-07-02
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,240,3,4,1,No,6,No,Sale,1165083.28,2022-03-17
Riyadh,South,Al-Shaalan,apartment,209,2,1,3,No,3,No,Sale,232284.07,2024-08-10
Riyadh,South,Al-Marwah,apartment,119,1,4,2,No,8,Yes,Sale,164689.51,2020-08-21
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,97,1,1,2,Yes,5,Yes,Sale,347649.46,2021-08-18
Riyadh,North,Al-Aqiq,apartment,273,4,2,2,No,2,No,Sale,3273536.28,2021-02-08
Riyadh,Central,Al-Olaya,apartment,147,1,4,1,Yes,6,No,Sale,238635.8,2022-09-20
Riyadh,South,Al-Dar Al-Baida,apartment,153,3,1,1,Yes,3,Yes,Sale,142670.71,2024-10-15
Riyadh,Central,Al-Dhobat,apartment,282,3,3,1,No,5,Yes,Sale,282371.3,2020-10-31
Riyadh,South,Al-Shaalan,apartment,187,1,3,3,No,1,No,Sale,210443.0,2020-08-01
Riyadh,West,Shubra,apartment,278,3,3,1,Yes,2,No,Sale,986650.59,2024-11-21
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,168,1,4,4,No,1,Yes,Sale,2038282.74,2023-10-12
Riyadh,Central,Al-Malaz,apartment,107,4,3,3,No,6,Yes,Sale,130038.29,2023-01-08
Riyadh,East,Al-Manar,apartment,266,4,2,1,No,10,No,Sale,1270612.78,2021-05-09
Riyadh,South,Al-Mansourah,apartment,248,2,4,4,Yes,3,Yes,Sale,383169.72,2022-01-22
Riyadh,East,Al-Ruwad,apartment,169,4,4,4,Yes,9,Yes,Sale,688334.81,2023-03-31
Riyadh,North,Al-Aqiq,apartment,150,4,1,4,Yes,4,Yes,Sale,1708234.73,2021-08-01
Riyadh,East,Al-Ruwad,apartment,184,3,1,1,Yes,6,No,Sale,754758.42,2020-06-28
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,263,4,2,1,No,2,No,Sale,796470.91,2024-12-29
Riyadh,West,Sultanah,apartment,146,2,2,5,No,3,No,Sale,481808.82,2022-11-23
Riyadh,Central,Al-Sulaimaniya,apartment,258,1,3,1,No,1,No,Sale,564881.74,2024-02-10
Riyadh,East,Al-Rawdah,apartment,100,1,2,4,Yes,4,No,Sale,380216.66,2024-04-26
Riyadh,Central,Al-Morouj,apartment,234,4,3,1,No,1,Yes,Sale,326378.39,2023-09-09
Riyadh,South,Al-Marwah,apartment,179,4,4,4,Yes,2,No,Sale,232616.51,2022-08-13
Riyadh,Central,Al-Morouj,apartment,139,1,4,3,Yes,7,Yes,Sale,281345.24,2023-07-14
Riyadh,South,Al-Difa,apartment,179,3,4,2,Yes,8,No,Sale,252143.37,2023-09-04
Riyadh,West,Sultanah,apartment,227,4,4,1,No,2,No,Sale,901745.82,2021-03-21
Riyadh,Central,Al-Wurud,apartment,173,2,2,1,Yes,3,No,Sale,351310.33,2023-02-23
Riyadh,Central,Al-Morouj,apartment,279,1,2,3,No,3,Yes,Sale,435885.64,2020-06-15
Riyadh,East,Al-Sulay,apartment,142,2,3,1,Yes,9,No,Sale,772356.23,2024-01-06
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,257,4,1,1,Yes,2,No,Sale,1971906.53,2023-02-18
Riyadh,Central,Al-Wurud,apartment,99,4,3,2,No,9,No,Sale,163546.56,2024-10-01
Riyadh,Central,Al-Yamamah,apartment,101,3,1,5,No,9,Yes,Sale,129774.71,2024-01-27
Riyadh,East,Al-Jazirah,apartment,115,4,2,4,No,5,Yes,Sale,369003.03,2021-11-23
Riyadh,North,Al-Falah,apartment,273,4,2,1,No,8,Yes,Sale,2407097.75,2024-09-27
Riyadh,West,Dhahret Laban,apartment,221,1,1,5,Yes,2,No,Sale,660808.05,2020-01-13
Riyadh,East,Al-Nahda,apartment,280,4,4,1,No,8,No,Sale,1149050.78,2022-09-15
Riyadh,North,Al-Qirawan,apartment,209,4,3,3,Yes,4,No,Sale,2138566.35,2023-06-12
Riyadh,South,Al-Aziziyah,apartment,196,2,1,4,No,7,No,Sale,215150.07,2020-09-13
Riyadh,West,Dhahret Laban,apartment,255,1,3,5,Yes,3,Yes,Sale,535260.13,2020-09-13
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,135,4,3,3,Yes,8,Yes,Sale,360757.67,2022-12-08
Riyadh,West,Namar,apartment,231,1,2,5,No,8,No,Sale,628506.86,2023-05-27
Riyadh,Central,Al-Morouj,apartment,281,3,2,1,No,3,Yes,Sale,540329.56,2024-04-01
Riyadh,Central,Al-Morouj,apartment,193,4,1,1,No,4,No,Sale,270124.12,2020-04-10
Riyadh,East,Al-Rawdah,apartment,243,3,2,3,Yes,1,Yes,Sale,950195.73,2020-02-04
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,151,1,1,3,Yes,9,Yes,Sale,751431.46,2022-06-13
Riyadh,Central,Al-Fakheriyah,apartment,203,4,4,3,Yes,8,No,Sale,441125.01,2024-08-11
Riyadh,South,Al-Marwah,apartment,215,1,1,5,Yes,4,No,Sale,340242.61,2022-03-30
Riyadh,West,Al-Oraija,apartment,204,1,1,5,Yes,5,Yes,Sale,444915.42,2021-08-31
Riyadh,East,Al-Rimal,apartment,169,3,4,2,Yes,2,No,Sale,641115.72,2023-02-01
Riyadh,East,Al-Khaleej,apartment,249,1,4,3,Yes,7,No,Sale,991684.3,2024-05-13
Riyadh,North,Al-Aarid,apartment,200,3,2,3,No,9,Yes,Sale,2594042.13,2024-05-27
Riyadh,South,Al-Aziziyah,apartment,180,2,3,2,No,4,No,Sale,300684.05,2024-12-21
Riyadh,North,Al-Aarid,apartment,107,4,3,4,No,2,Yes,Sale,1313310.07,2021-10-24
Riyadh,North,Al-Sahafa,apartment,179,3,3,2,Yes,8,Yes,Sale,1356004.03,2020-09-21
Riyadh,East,Al-Manar,apartment,260,1,1,1,Yes,1,No,Sale,1241648.29,2023-02-26
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,132,1,3,3,Yes,2,Yes,Sale,497128.39,2023-01-17
Riyadh,West,Shubra,apartment,216,1,3,1,No,2,Yes,Sale,844772.87,2024-07-02
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,280,2,2,4,No,5,No,Sale,1017312.93,2020-03-02
Riyadh,West,Al-Oraija,apartment,197,4,1,2,No,8,No,Sale,620150.39,2023-12-04
Riyadh,Central,Al-Fakheriyah,apartment,194,3,2,1,Yes,1,No,Sale,245268.45,2022-09-05
Riyadh,Central,Al-Olaya,apartment,246,1,2,2,Yes,9,Yes,Sale,280378.21,2024-12-30
Riyadh,East,Al-Rayan,apartment,282,2,3,2,Yes,10,Yes,Sale,1310752.81,2021-11-04
Riyadh,East,Al-Rayan,apartment,280,4,3,1,Yes,4,No,Sale,1117325.05,2023-11-01
Riyadh,North,Al-Malqa,apartment,119,1,1,2,No,8,No,Sale,1284142.9,2023-01-14
Riyadh,Central,Al-Wurud,apartment,106,2,1,5,No,2,Yes,Sale,145701.84,2021-09-23
Riyadh,East,Al-Munsiyah,apartment,225,1,1,1,Yes,6,No,Sale,902210.83,2024-08-11
Riyadh,East,Al-Quds,apartment,201,3,2,5,Yes,10,No,Sale,887519.65,2024-03-26
Riyadh,South,Al-Dar Al-Baida,apartment,188,3,3,4,No,7,Yes,Sale,277613.51,2024-10-06
Riyadh,Central,Al-Sulaimaniya,apartment,273,3,4,4,No,5,Yes,Sale,292250.54,2020-12-14
Riyadh,Central,Al-Yamamah,apartment,227,4,1,1,Yes,1,No,Sale,395402.59,2023-01-28
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,237,2,3,2,No,2,Yes,Sale,959998.01,2022-08-17
Riyadh,Central,Al-Wurud,apartment,269,3,2,2,No,9,No,Sale,408295.27,2024-04-05
Riyadh,East,Al-Rayan,apartment,264,1,1,3,No,8,Yes,Sale,1105627.64,2023-04-29
Riyadh,South,Al-Shifa,apartment,261,1,1,4,No,3,Yes,Sale,352410.34,2024-11-17
Riyadh,North,Al-Yasmeen,apartment,147,1,3,1,No,9,No,Sale,1492815.0,2022-04-05
Riyadh,North,Al-Qirawan,apartment,222,2,1,1,No,4,Yes,Sale,2672306.46,2023-01-30
Riyadh,Central,Al-Yamamah,apartment,169,3,1,1,Yes,5,Yes,Sale,229685.57,2024-11-18
Riyadh,West,Namar,apartment,114,4,1,5,Yes,10,No,Sale,435314.79,2023-10-11
Riyadh,Central,Al-Jaradiyah,apartment,245,4,1,2,Yes,4,No,Sale,391010.52,2022-08-03
Riyadh,South,Al-Fawaz,apartment,239,1,1,4,Yes,6,Yes,Sale,347888.54,2020-07-16
Riyadh,South,Al-Difa,apartment,222,4,4,3,Yes,8,No,Sale,325520.69,2023-07-02
Riyadh,West,Shubra,apartment,102,3,4,5,No,6,Yes,Sale,240790.88,2021-01-11
Riyadh,North,Al-Nakheel,apartment,114,4,1,2,Yes,6,No,Sale,1472003.42,2023-05-21
Riyadh,Central,Al-Sulaimaniya,apartment,126,4,4,3,Yes,4,No,Sale,161800.31,2023-05-02
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,140,1,4,1,Yes,5,Yes,Sale,356644.4,2023-06-11
Riyadh,South,Badr,apartment,133,3,1,5,Yes,1,No,Sale,197900.18,2023-10-11
Riyadh,South,Al-Mansourah,apartment,233,3,1,3,Yes,7,No,Sale,215996.03,2022-11-15
Riyadh,Central,Al-Murqab,apartment,240,1,2,5,No,1,Yes,Sale,471302.59,2021-04-23
Riyadh,Central,Al-Murqab,apartment,103,1,1,3,No,6,No,Sale,185689.61,2024-07-11
Riyadh,South,Al-Aziziyah,apartment,108,1,2,1,Yes,7,No,Sale,148190.75,2020-03-08
Riyadh,South,Al-Mansourah,apartment,271,2,2,2,Yes,1,Yes,Sale,362918.71,2024-01-06
Riyadh,East,Al-Quds,apartment,120,2,2,4,No,4,No,Sale,586353.56,2024-12-18
Riyadh,West,Al-Mousa,apartment,108,1,3,4,Yes,7,Yes,Sale,273154.99,2021-12-25
Riyadh,East,Al-Manar,apartment,267,1,1,4,Yes,2,No,Sale,1313985.4,2023-09-14
Riyadh,East,Al-Hamra,apartment,116,4,4,4,No,4,No,Sale,495249.62,2024-01-28
Riyadh,Central,Al-Maather,apartment,275,1,1,3,No,1,Yes,Sale,298328.04,2020-07-20
Riyadh,Central,Al-Wurud,apartment,226,2,3,2,Yes,1,No,Sale,441872.92,2022-01-12
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,204,1,1,5,No,9,No,Sale,1837930.76,2021-09-22
Riyadh,Central,Al-Fakheriyah,apartment,269,4,2,5,No,9,No,Sale,323631.16,2021-01-11
Riyadh,West,Tuwaiq,apartment,220,1,1,2,Yes,5,Yes,Sale,826505.07,2020-01-26
Riyadh,West,Ad-Diriyah,apartment,250,2,4,1,No,3,Yes,Sale,904599.49,2023-09-10
Riyadh,South,Badr,apartment,250,1,3,5,Yes,4,Yes,Sale,294938.89,2021-03-31
Riyadh,East,Al-Hamra,apartment,93,4,2,4,Yes,7,No,Sale,378059.08,2020-03-26
Riyadh,North,Al-Falah,apartment,172,4,1,2,Yes,6,Yes,Sale,1541644.16,2022-06-20
Riyadh,West,Al-Oraija,apartment,220,1,4,5,Yes,5,Yes,Sale,632775.15,2020-07-20
Riyadh,North,Al-Ghadeer,apartment,190,1,2,2,Yes,5,Yes,Sale,1414986.13,2022-12-03
Riyadh,South,Al-Shaalan,apartment,122,2,2,2,Yes,10,No,Sale,116169.61,2020-07-31
Riyadh,North,Al-Aarid,apartment,178,3,1,1,No,8,Yes,Sale,1416979.42,2022-04-11
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,211,3,1,3,Yes,2,No,Sale,653855.15,2023-06-12
Riyadh,Central,Al-Batha,apartment,139,2,3,4,Yes,5,Yes,Sale,162387.1,2021-01-06
Riyadh,South,Al-Mansourah,apartment,212,2,4,5,No,1,No,Sale,336557.7,2022-05-05
Riyadh,South,Al-Shaalan,apartment,244,1,1,1,No,10,No,Sale,300807.38,2021-11-16
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,169,1,1,1,Yes,10,No,Sale,403437.38,2021-07-21
Riyadh,South,Al-Mansourah,apartment,92,4,3,3,No,9,No,Sale,105523.38,2024-10-08
Riyadh,Central,Al-Morouj,apartment,170,3,4,5,No,8,Yes,Sale,209698.22,2024-07-23
Riyadh,East,Al-Sulay,apartment,278,1,2,1,No,4,Yes,Sale,976417.38,2022-01-22
Riyadh,North,Al-Nakheel,apartment,251,3,3,1,No,2,No,Sale,2612970.69,2020-08-09
Riyadh,South,Al-Shifa,apartment,272,4,2,4,Yes,4,Yes,Sale,299093.85,2020-06-09
Riyadh,North,Al-Jameah (University District),apartment,178,3,4,5,No,4,No,Sale,2336689.63,2024-11-05
Riyadh,South,Al-Khalidiyah,apartment,242,2,3,5,Yes,4,No,Sale,354586.16,2020-03-30
Riyadh,East,Al-Ruwad,apartment,252,4,4,4,Yes,5,Yes,Sale,1274120.63,2022-08-17
Riyadh,Central,Al-Wurud,apartment,98,4,3,1,Yes,8,No,Sale,170119.68,2022-05-04
Riyadh,East,Al-Jazirah,apartment,232,4,4,2,Yes,2,No,Sale,1297234.41,2024-03-22
Riyadh,East,Al-Nahda,apartment,226,4,1,3,No,6,No,Sale,760871.74,2020-07-10
Riyadh,West,Al-Mousa,apartment,179,4,3,5,No,1,No,Sale,593661.65,2023-07-17
Riyadh,East,Al-Manar,apartment,267,2,2,5,No,7,No,Sale,1153600.06,2021-05-14
Riyadh,West,Al-Mousa,apartment,154,4,1,3,Yes,5,No,Sale,624297.39,2021-01-04
Riyadh,West,Tuwaiq,apartment,221,2,4,5,Yes,1,Yes,Sale,707849.45,2021-12-15
Riyadh,Central,Al-Yamamah,apartment,176,2,3,4,Yes,7,Yes,Sale,310657.27,2022-02-08
Riyadh,South,Al-Shifa,apartment,274,3,4,3,Yes,2,Yes,Sale,295591.41,2024-07-05
Riyadh,Central,Al-Wurud,apartment,160,4,1,2,Yes,7,Yes,Sale,345514.19,2024-06-23
Riyadh,East,Al-Rayan,apartment,136,1,2,1,No,4,No,Sale,526390.52,2024-09-16
Riyadh,East,Al-Shuhada,apartment,95,3,4,5,No,9,No,Sale,456462.68,2024-11-07
Riyadh,South,Al-Aziziyah,apartment,146,2,4,4,No,4,No,Sale,169013.51,2021-11-03
Riyadh,South,Al-Aziziyah,apartment,238,4,1,5,No,2,No,Sale,283331.71,2023-12-23
Riyadh,Central,Al-Jaradiyah,apartment,259,3,1,3,No,2,Yes,Sale,318509.6,2023-10-18
Riyadh,East,Al-Rimal,apartment,236,3,3,2,No,2,Yes,Sale,1260640.36,2023-03-07
Riyadh,East,Al-Rimal,apartment,221,3,4,5,No,4,No,Sale,762518.52,2021-11-17
Riyadh,Central,Al-Morouj,apartment,109,1,1,2,No,10,No,Sale,151608.97,2023-12-11
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,99,1,1,5,Yes,8,No,Sale,1163126.31,2020-06-16
Riyadh,North,Al-Izdihar,apartment,198,3,4,1,Yes,6,No,Sale,2039385.68,2022-04-30
Riyadh,Central,Al-Yamamah,apartment,274,4,3,5,Yes,5,No,Sale,538661.91,2023-02-13
Riyadh,Central,Al-Batha,apartment,97,2,4,1,No,4,Yes,Sale,165273.69,2020-10-11
Riyadh,North,Al-Aarid,apartment,235,4,3,4,No,7,Yes,Sale,2022062.5,2024-05-24
Riyadh,North,Al-Wadi,apartment,239,3,1,5,Yes,4,Yes,Sale,2772894.06,2023-04-03
Riyadh,East,Al-Rayan,apartment,163,4,2,1,Yes,8,Yes,Sale,719848.57,2024-12-01
Riyadh,South,Al-Fawaz,apartment,188,1,4,1,No,1,Yes,Sale,220186.86,2023-10-01
Riyadh,South,Al-Dar Al-Baida,apartment,120,3,1,1,No,5,Yes,Sale,175963.32,2021-06-09
Riyadh,East,Al-Quds,apartment,138,4,4,1,No,3,No,Sale,466920.84,2022-07-08
Riyadh,Central,Al-Morouj,apartment,227,1,2,2,Yes,6,No,Sale,384158.96,2022-06-04
Riyadh,West,Dhahret Laban,apartment,116,4,3,5,No,3,No,Sale,311690.32,2021-04-12
Riyadh,Central,Al-Dhobat,apartment,254,4,1,3,Yes,6,Yes,Sale,422771.31,2023-11-22
Riyadh,West,Shubra,apartment,212,3,2,2,Yes,10,Yes,Sale,487638.69,2024-12-10
Riyadh,East,Al-Shuhada,apartment,114,2,2,3,No,3,Yes,Sale,421208.63,2021-03-16
Riyadh,South,Al-Shifa,apartment,190,4,2,4,Yes,6,Yes,Sale,182079.68,2022-11-03
Riyadh,West,Sultanah,apartment,184,1,4,5,No,10,Yes,Sale,606306.13,2024-09-15
Riyadh,East,Al-Rayan,apartment,202,2,2,1,Yes,3,No,Sale,1068810.71,2022-12-07
